Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_With_Microwave,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Stove,Cooking_With_Airfryer,Recycling_Glass,Recycling_Plastic,Recycling_Paper,Recycling_Metal
0,0,1,0,2,1,0,0,134,0,233,2,6,10,18,16,1,0,1,1,0,1,0,1,1,1
3,1,1,3,2,2,4,1,152,3,5086,3,4,7,16,13,2,0,1,1,1,1,0,0,0,1
3,0,0,3,2,2,5,0,63,2,31,3,5,3,14,2,0,1,0,0,1,0,0,0,1,1
0,1,1,3,3,0,0,0,290,1,44,1,2,10,17,11,1,0,0,0,1,0,1,0,0,0
0,1,3,3,1,0,0,2,104,2,3,3,7,0,36,20,1,1,1,1,1,1,0,1,0,1
1,0,2,1,3,2,2,0,65,3,5183,0,2,10,8,19,0,1,1,1,0,1,1,0,1,0
2,0,3,1,1,1,0,0,152,3,90,3,5,1,50,9,1,1,1,0,1,1,1,0,0,0
1,0,3,1,1,2,1,2,111,1,596,3,2,23,10,3,2,0,1,1,0,1,0,0,1,0
2,0,0,1,3,2,2,2,248,2,1921,0,6,20,47,11,0,1,1,0,1,1,1,1,1,0
3,0,0,3,1,2,4,1,257,1,3696,0,4,11,11,18,0,1,1,0,1,1,0,0,1,0
0,1,0,2,1,0,0,1,239,3,19,3,3,0,37,21,1,0,0,0,1,0,0,0,1,1
2,0,3,1,1,1,0,1,158,1,1664,2,3,4,13,3,1,0,1,1,0,1,1,0,0,0
2,0,2,2,3,2,1,1,152,3,8403,1,4,20,29,23,2,0,1,1,0,1,0,0,1,0
3,0,2,0,0,0,0,1,56,2,72,3,2,14,17,20,0,1,1,0,1,1,1,0,0,1
3,1,1,2,2,0,0,0,215,0,7,2,4,0,12,22,1,1,1,1,1,1,1,1,0,1
1,1,1,0,0,2,5,0,90,3,9635,2,3,7,21,10,2,1,1,1,0,1,1,1,1,1
1,1,3,1,2,1,0,1,296,1,519,1,3,23,26,3,2,1,1,1,1,1,0,1,0,1
0,0,2,3,0,0,0,1,170,2,13,3,1,3,27,4,2,0,0,1,0,0,0,1,0,1
3,1,0,2,0,1,0,1,298,0,1193,1,4,24,25,24,0,1,1,0,1,1,1,0,1,1
2,0,3,2,0,0,0,2,54,3,62,2,7,15,25,13,2,1,0,0,1,0,0,0,1,1
3,0,1,2,0,2,4,0,244,2,8855,2,2,21,17,1,2,0,1,0,1,1,1,1,0,0
1,1,0,0,2,2,3,0,207,3,1834,0,1,18,27,7,0,0,0,0,1,0,0,0,1,0
3,1,0,3,2,2,3,1,217,3,2853,2,7,3,13,17,2,1,1,1,0,1,1,0,0,1
0,0,2,3,2,1,0,0,180,3,688,2,6,16,23,7,1,0,1,0,1,1,0,0,1,1
3,0,2,2,0,1,0,0,218,1,430,2,6,15,15,3,0,1,0,1,0,0,0,1,0,0
2,0,3,0,1,2,1,0,136,2,3030,3,2,24,18,9,0,0,1,0,1,1,0,1,1,1
0,1,1,2,3,1,0,1,276,2,1595,1,4,2,22,8,1,0,0,0,0,0,0,0,1,0
3,1,0,1,0,0,0,2,220,0,8,2,7,6,27,10,2,1,0,1,0,0,0,0,0,1
1,1,1,1,3,2,4,0,175,0,7753,2,3,18,31,8,2,1,0,1,0,0,1,0,0,0
0,0,3,1,1,1,0,0,119,1,210,0,2,24,8,10,0,0,0,1,0,0,1,0,1,1
2,1,3,1,2,1,0,1,66,0,914,3,5,9,47,6,0,0,1,0,1,1,1,1,1,0
2,0,0,1,3,0,0,2,217,0,92,3,5,21,21,17,1,0,1,0,0,1,1,0,1,1
2,0,1,2,0,2,4,2,66,1,1851,3,1,19,22,4,2,0,0,1,0,0,1,1,1,0
3,0,2,3,2,2,3,2,172,0,1554,2,3,13,46,7,0,1,1,1,0,1,0,0,1,0
3,0,2,3,2,2,1,0,291,0,4359,3,2,1,15,15,2,1,1,0,0,1,1,0,1,1
2,1,1,2,3,2,1,1,52,2,723,3,2,5,10,10,0,1,1,0,1,1,0,1,0,1
3,1,2,0,3,2,3,2,125,3,2622,0,2,16,14,19,0,1,0,1,1,0,0,1,1,1
3,0,2,1,2,2,1,2,80,0,703,1,5,18,48,6,1,0,1,0,1,1,0,0,0,1
3,1,3,3,0,0,0,1,243,1,2,1,7,8,38,13,2,1,1,0,1,1,1,1,0,1
3,1,2,3,3,0,0,1,173,2,61,0,2,6,30,23,0,0,0,1,1,0,0,1,0,1
0,0,1,3,1,2,1,0,71,3,9198,0,1,19,37,7,0,0,1,1,1,1,1,0,1,1
1,1,2,0,2,0,0,2,84,2,83,0,5,1,49,15,0,1,0,1,0,0,1,0,0,1
3,0,1,0,1,2,1,1,68,3,9368,3,6,3,37,20,0,0,0,0,1,0,0,1,1,1
2,1,1,3,0,1,0,1,150,2,987,0,3,2,8,21,1,0,0,1,1,0,0,1,1,0
0,0,3,2,0,0,0,0,70,2,40,0,3,15,32,2,0,1,1,0,0,1,1,1,1,1
3,1,2,2,2,0,0,2,269,2,98,3,5,16,28,23,1,0,0,1,1,0,1,0,1,1
2,0,0,1,3,2,4,2,214,2,8159,1,1,4,46,11,1,1,1,1,0,1,1,1,1,0
0,1,0,3,1,2,2,2,180,0,5384,1,5,3,3,4,1,0,0,1,1,0,0,1,0,1
2,0,0,3,2,1,0,0,193,1,818,0,3,3,17,15,0,0,0,0,0,0,0,1,1,1
2,0,1,0,3,1,0,0,244,1,1242,3,7,18,22,14,1,1,0,0,0,0,1,0,0,0
2,1,3,1,1,1,0,0,177,1,1545,3,3,11,39,16,1,0,0,0,0,0,1,1,1,1
3,0,3,0,3,2,2,1,140,3,9076,0,7,19,2,17,2,0,1,0,1,1,0,1,1,1
3,0,2,3,0,2,2,2,124,1,6432,1,6,10,15,0,0,0,1,0,0,1,1,0,1,0
3,0,0,2,3,0,0,1,74,1,78,1,7,16,3,20,2,0,0,0,0,0,1,0,1,1
2,1,0,0,0,1,0,2,93,0,634,3,5,16,35,22,0,1,0,1,0,0,0,1,1,0
2,0,3,1,2,2,1,1,105,1,8943,3,3,22,24,4,2,1,0,0,1,0,1,1,0,0
0,0,0,1,1,1,0,0,116,0,545,0,1,17,29,13,1,1,0,1,0,0,1,0,0,1
3,1,0,2,2,2,5,1,59,0,6487,3,2,20,13,15,2,1,1,0,1,1,0,0,0,1
0,1,1,0,2,0,0,2,156,0,54,1,3,4,50,17,1,1,1,0,1,1,0,0,0,0
1,1,3,2,2,0,0,2,195,1,48,0,2,10,6,21,0,0,1,0,1,1,0,0,0,1
3,0,0,1,1,1,0,0,217,1,1848,3,5,16,14,16,1,1,1,1,0,1,1,0,0,1
2,1,3,3,2,0,0,2,114,2,97,3,3,24,25,16,1,0,0,1,0,0,0,1,1,1
0,0,3,0,3,0,0,1,191,3,19,3,6,0,34,18,0,1,1,0,1,1,0,1,0,1
0,1,0,2,2,1,0,1,184,0,557,2,1,9,47,18,2,1,1,0,1,1,0,0,0,0
0,0,1,2,1,2,2,2,245,0,6038,0,6,18,48,4,0,1,0,0,1,0,0,0,0,0
1,1,0,0,2,0,0,1,56,0,7,3,5,9,7,11,2,0,1,0,0,1,1,1,1,1
0,0,3,3,1,1,0,2,257,0,1500,1,4,3,35,5,2,1,1,0,0,1,1,0,0,0
2,1,0,2,2,0,0,2,224,0,42,1,4,5,9,5,2,1,1,0,1,1,0,1,1,1
2,0,0,0,1,1,0,2,199,3,664,1,6,8,17,10,1,1,0,1,0,0,0,0,0,0
1,0,0,3,0,1,0,0,161,1,1394,3,6,4,39,3,2,1,1,0,1,1,1,1,0,1
0,0,1,0,1,1,0,2,137,1,174,1,6,12,48,22,0,1,1,1,1,1,0,1,1,0
3,1,0,2,1,0,0,0,124,0,48,0,7,17,14,3,2,0,0,0,1,0,0,0,1,1
2,0,0,3,3,1,0,1,275,0,229,0,7,23,39,1,1,0,1,1,0,1,0,0,1,1
2,1,3,2,3,2,3,2,131,3,4102,1,3,15,39,21,1,1,0,1,1,0,0,1,0,0
3,0,0,0,0,2,3,2,171,2,5779,3,3,3,45,2,1,1,1,0,0,1,0,0,1,0
3,0,3,0,0,1,0,0,64,3,1190,3,6,9,41,23,2,0,1,0,1,1,0,0,1,1
1,0,0,3,2,1,0,2,160,3,1025,3,3,24,43,15,0,0,1,0,0,1,0,0,1,0
3,0,3,2,1,2,3,1,238,0,8517,2,3,0,24,1,0,0,0,0,0,0,1,1,0,1
2,0,3,2,3,0,0,0,231,3,22,1,2,9,23,20,1,0,1,1,0,1,1,1,0,1
0,1,3,0,0,1,0,0,277,1,65,2,6,0,20,12,1,1,0,1,1,0,0,1,0,0
2,0,0,2,0,2,2,2,260,0,4099,3,7,12,25,24,0,0,0,0,1,0,1,1,0,0
0,0,1,1,1,1,0,2,262,0,1494,0,7,21,6,0,2,1,1,1,1,1,0,0,1,0
0,1,3,0,3,1,0,1,119,1,390,3,7,17,42,3,0,1,0,0,1,0,0,1,1,1
2,1,2,3,0,2,3,0,240,2,9925,2,1,14,5,13,0,0,0,0,1,0,0,1,0,0
1,1,1,1,1,1,0,2,59,1,115,2,6,13,19,9,0,0,1,1,1,1,0,0,1,0
3,0,1,0,2,2,2,2,113,3,577,1,7,5,15,16,1,0,1,0,1,1,0,0,0,1
1,1,0,0,0,2,3,1,262,1,8682,0,6,2,49,12,2,0,1,0,1,1,1,0,0,0
1,0,2,2,3,1,0,0,284,3,1902,2,6,1,0,1,2,1,0,1,0,0,0,1,0,1
0,1,2,2,1,2,3,1,156,1,4246,1,4,4,19,0,2,0,1,1,1,1,0,0,1,1
3,0,0,3,1,1,0,1,235,0,277,2,3,21,50,4,1,0,0,1,0,0,1,1,1,1
2,1,1,0,3,0,0,1,151,2,53,0,5,16,37,1,1,0,0,0,1,0,0,0,0,0
0,1,0,3,2,0,0,1,223,2,97,2,1,18,50,11,0,1,0,1,0,0,0,1,0,0
2,0,0,0,3,0,0,2,262,2,95,0,4,21,28,8,0,0,1,0,0,1,0,1,0,0
0,0,1,3,3,1,0,2,186,1,303,3,3,16,4,6,2,0,1,1,0,1,1,0,0,1
1,0,0,1,0,0,0,2,135,1,64,1,3,21,23,10,1,0,0,0,0,0,1,1,0,1
2,0,3,1,3,2,5,0,220,0,7413,1,4,11,22,1,1,0,0,1,0,0,0,1,0,0
2,1,0,2,0,1,0,0,89,1,1966,0,6,11,28,17,0,0,0,0,0,0,0,1,1,0
3,1,2,1,2,1,0,1,117,0,1024,1,2,18,1,24,2,0,1,1,1,1,0,0,1,0
3,0,3,1,2,0,0,2,139,3,71,0,3,11,13,22,2,1,1,0,0,1,1,1,0,0
3,1,3,2,2,2,1,1,183,0,3777,2,6,20,40,20,0,1,0,0,0,0,1,1,0,0
1,1,1,0,3,1,0,1,95,3,1680,1,5,3,0,20,0,1,0,0,1,0,1,0,1,1
1,1,0,2,1,1,0,1,104,0,154,2,3,23,36,12,0,0,1,1,1,1,1,0,0,0
2,1,1,2,1,1,0,1,245,1,118,1,5,1,36,17,1,1,0,1,1,0,0,1,0,0
2,1,2,0,0,2,3,2,64,3,9942,1,3,11,28,24,0,1,0,0,0,0,1,1,1,1
3,1,0,0,0,1,0,1,131,2,172,1,5,6,42,4,0,0,1,0,0,1,1,0,0,0
1,0,0,2,2,2,4,0,143,2,5272,0,3,1,14,8,2,1,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,228,1,1571,1,5,21,42,15,1,1,0,0,1,0,0,1,1,1
1,0,2,1,0,2,1,0,200,3,8493,1,5,5,23,19,1,0,0,1,0,0,0,0,0,1
0,1,0,0,2,1,0,2,138,2,1598,1,4,24,16,20,1,1,0,1,0,0,1,0,0,0
2,1,3,0,3,2,5,2,150,3,2880,3,6,22,29,22,1,0,0,0,0,0,1,1,0,1
2,1,3,0,1,0,0,1,291,1,52,2,6,10,37,19,1,1,1,0,1,1,0,1,0,0
1,1,3,0,3,1,0,2,124,0,825,0,6,6,33,24,0,1,0,1,0,0,0,0,0,0
1,0,0,2,3,2,3,1,220,0,1669,3,7,6,21,6,0,1,0,0,1,0,0,0,0,0
1,0,2,2,3,2,1,0,188,1,9100,0,4,19,14,2,1,1,1,1,1,1,0,0,1,0
0,1,3,3,0,0,0,1,99,2,91,0,1,17,48,8,1,0,1,0,1,1,0,0,0,1
1,1,3,1,0,1,0,1,187,2,1974,1,3,21,36,0,2,0,0,0,0,0,0,1,0,1
0,0,3,0,2,1,0,2,136,0,1958,0,4,7,27,2,1,1,1,1,1,1,0,0,0,0
1,1,2,2,3,1,0,1,128,3,786,1,3,0,19,6,2,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,1,237,2,1731,1,5,11,14,21,1,1,0,0,1,0,0,1,0,1
2,1,0,0,0,1,0,2,281,1,838,1,1,11,36,19,2,1,0,0,0,0,1,0,0,0
1,0,1,3,3,2,4,0,91,1,6039,0,1,19,37,15,0,0,0,1,1,0,1,1,0,0
2,0,3,2,3,0,0,0,272,0,39,3,6,23,49,1,1,0,0,1,0,0,0,1,1,1
3,0,0,3,0,2,2,2,136,1,2230,0,5,9,16,19,1,1,1,1,0,1,1,0,1,1
2,1,0,0,0,2,1,1,251,0,6425,0,2,24,41,20,0,0,1,0,0,1,1,0,1,0
0,0,3,2,0,0,0,1,177,1,64,1,2,7,29,3,0,1,0,1,1,0,0,1,0,1
0,0,3,1,1,0,0,2,142,0,95,2,4,11,19,11,0,1,1,1,1,1,0,1,0,1
0,1,1,0,0,0,0,2,132,0,32,0,1,1,8,0,0,1,0,0,0,0,1,0,0,0
3,0,1,3,3,2,1,1,261,1,2060,3,5,1,34,23,1,0,1,1,1,1,1,1,0,1
0,0,0,2,0,1,0,2,206,0,1110,3,7,13,50,24,1,1,0,0,1,0,0,0,1,1
2,0,0,2,1,0,0,0,279,1,54,3,5,1,31,11,1,0,0,1,0,0,0,1,0,1
1,1,1,0,1,1,0,0,164,1,439,1,2,18,29,21,0,0,0,1,0,0,1,0,1,0
0,0,2,1,0,0,0,0,81,0,9,3,5,21,39,10,0,0,1,0,1,1,0,0,1,0
3,0,0,3,1,0,0,0,257,3,60,0,4,5,14,5,2,0,1,0,0,1,1,1,1,0
3,0,0,1,2,1,0,0,216,1,1528,0,4,5,44,3,2,0,0,0,0,0,0,0,1,1
2,1,1,1,1,1,0,2,247,0,1950,2,2,11,15,8,1,0,0,1,1,0,1,0,0,0
2,0,2,0,1,2,1,0,105,1,500,1,2,6,47,18,2,0,1,0,0,1,1,1,1,0
0,1,0,1,0,1,0,2,262,1,332,2,2,22,22,8,0,1,1,0,1,1,1,0,0,1
3,0,1,0,1,0,0,0,82,3,7,3,5,17,32,17,2,1,0,0,0,0,0,1,1,0
0,1,3,3,3,0,0,2,212,2,83,2,1,2,24,15,1,0,1,0,1,1,1,1,0,0
0,0,2,1,1,1,0,0,83,1,227,3,6,12,23,0,2,0,0,0,0,0,0,1,0,1
0,1,2,2,1,1,0,0,75,1,539,3,1,16,39,4,0,1,1,0,0,1,0,0,0,1
2,1,2,2,0,2,2,2,276,2,9592,1,5,14,30,13,1,1,0,1,1,0,0,1,1,1
3,0,2,3,1,1,0,0,149,1,464,0,3,11,27,4,0,1,1,0,1,1,1,1,0,0
1,1,2,2,1,0,0,1,195,2,26,2,2,13,28,16,1,0,0,0,1,0,1,1,1,1
3,0,1,2,0,1,0,0,59,0,1902,2,5,24,33,10,0,0,1,0,1,1,0,0,1,1
1,1,0,0,0,0,0,0,236,2,81,2,1,21,24,14,2,1,0,0,0,0,0,0,0,0
3,0,2,3,0,2,4,1,151,1,4923,3,3,11,31,21,2,1,0,0,0,0,1,1,0,0
0,1,1,0,0,0,0,2,134,3,10,1,6,20,34,20,2,0,0,1,1,0,1,1,1,0
2,1,1,3,1,2,4,0,289,1,8814,2,4,14,43,19,0,0,1,1,0,1,1,1,1,1
3,1,3,1,2,2,1,2,254,1,1258,3,3,19,18,22,0,0,1,1,1,1,0,1,0,1
3,1,1,1,2,0,0,0,176,2,28,3,1,14,48,7,2,0,1,1,1,1,0,0,0,0
3,0,3,2,3,2,1,2,209,0,9516,2,4,10,3,22,0,1,1,1,1,1,0,1,0,0
0,0,0,3,3,0,0,0,79,3,34,1,5,23,13,10,2,1,0,0,1,0,1,1,1,0
1,1,3,2,2,2,1,2,220,0,9532,0,3,10,16,3,1,1,0,0,0,0,1,1,1,0
2,1,3,1,2,0,0,0,156,3,53,2,5,6,12,10,0,1,1,1,0,1,1,1,0,0
1,1,2,0,0,1,0,0,245,1,214,0,3,12,28,19,1,0,1,0,0,1,0,0,1,0
0,1,3,2,3,2,4,2,103,1,2977,1,5,0,47,5,1,0,1,1,1,1,1,0,0,0
0,1,3,3,3,1,0,2,133,1,1990,0,2,10,0,22,1,0,1,0,0,1,1,1,0,1
3,1,1,1,1,0,0,0,291,0,62,0,4,15,41,11,1,0,1,1,0,1,0,0,1,0
0,0,2,1,1,1,0,2,278,1,662,2,6,24,49,7,2,1,1,0,1,1,0,0,1,1
0,1,0,3,3,0,0,2,197,1,79,0,2,4,16,7,1,1,0,0,1,0,0,1,0,1
3,1,2,0,3,2,5,1,125,0,2747,1,6,16,18,22,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,2,2,1,196,0,627,2,2,1,45,9,1,0,1,1,1,1,1,0,1,1
3,0,1,0,0,0,0,1,128,1,38,0,7,0,33,24,2,1,1,0,0,1,0,1,1,1
0,1,0,3,0,0,0,0,212,2,95,3,1,3,30,15,0,1,0,0,0,0,0,0,0,0
3,0,0,0,3,0,0,0,272,3,67,1,5,12,4,20,0,0,0,1,0,0,0,0,0,1
1,0,2,2,0,2,1,1,134,0,3079,1,2,2,32,3,1,0,0,1,0,0,1,0,0,1
1,1,1,0,2,1,0,2,206,0,810,1,7,23,9,17,1,0,1,0,1,1,1,0,1,0
2,0,0,0,1,0,0,2,271,0,93,3,1,0,14,6,2,1,0,1,0,0,0,1,0,0
3,1,2,2,1,2,3,0,197,0,5707,0,7,13,33,7,1,1,1,0,0,1,1,0,0,0
1,0,3,3,2,1,0,2,56,3,36,2,7,8,30,17,0,1,1,0,1,1,1,0,1,1
2,0,2,1,2,0,0,2,132,3,15,3,1,24,45,14,1,1,0,0,1,0,0,1,0,0
3,0,1,1,3,0,0,1,286,3,66,2,5,8,3,20,1,0,1,0,0,1,0,0,0,1
2,1,0,0,1,2,1,1,291,3,8414,3,6,20,11,14,0,1,1,0,1,1,0,1,0,0
2,1,2,1,0,2,4,2,137,3,1520,1,4,5,49,15,0,1,0,1,1,0,0,0,1,0
2,0,3,1,0,2,4,0,217,1,7446,2,6,21,1,14,1,1,0,1,0,0,1,1,1,0
0,1,1,2,3,0,0,1,244,0,63,2,7,12,1,8,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,1,0,2,191,1,311,2,1,18,28,6,1,0,0,0,0,0,0,0,0,0
0,0,0,1,3,2,1,0,70,0,4938,0,1,7,31,4,2,0,0,0,0,0,0,0,0,0
1,0,1,3,1,2,1,2,105,3,6003,2,2,21,32,11,1,0,0,1,1,0,1,0,1,0
1,0,0,2,0,2,2,1,221,3,7934,2,3,7,47,24,2,1,0,1,1,0,0,1,0,0
0,1,2,3,3,2,3,1,55,3,2084,1,5,3,50,21,2,0,0,1,1,0,0,0,1,1
0,0,2,0,3,0,0,2,210,2,68,3,4,16,11,7,0,0,0,0,0,0,0,0,0,1
3,1,1,1,3,2,4,1,107,0,1525,0,5,21,22,9,2,0,1,1,1,1,1,0,0,1
1,0,0,2,3,2,5,0,180,2,4046,2,2,6,1,14,1,0,0,0,0,0,0,0,0,1
1,0,2,1,0,0,0,0,138,1,15,3,7,17,38,2,0,1,1,0,1,1,0,1,0,1
3,0,3,1,3,0,0,1,172,2,82,3,3,8,2,13,0,0,1,0,0,1,0,1,0,1
1,0,1,1,1,1,0,1,228,1,1079,3,7,4,23,4,2,1,1,0,0,1,1,0,0,1
1,0,0,2,1,1,0,0,241,1,1086,0,7,24,27,1,1,0,1,0,1,1,0,1,1,0
2,1,0,0,3,0,0,0,147,1,15,2,1,24,2,22,2,1,1,0,0,1,0,0,0,1
3,1,1,2,1,0,0,2,271,3,58,2,5,2,39,4,0,0,1,0,0,1,0,1,1,0
3,1,3,2,2,2,1,1,146,3,3655,2,2,2,25,16,1,1,0,1,1,0,0,1,1,0
1,0,2,3,1,1,0,1,220,0,7,1,7,22,5,11,1,1,0,0,1,0,0,1,1,1
0,1,2,3,2,2,4,2,268,2,8315,3,5,15,43,11,0,1,1,0,0,1,0,1,0,1
3,1,0,3,1,0,0,0,138,0,12,3,3,10,13,21,2,1,1,0,0,1,1,1,0,1
0,0,1,3,3,0,0,1,254,3,40,3,2,5,32,7,1,1,1,1,1,1,1,0,0,0
1,1,2,0,1,0,0,1,53,1,21,2,5,12,49,0,0,0,1,0,1,1,0,0,0,0
3,1,3,3,2,2,2,0,211,3,1118,0,1,7,24,15,2,1,1,1,1,1,1,0,0,1
2,1,3,3,3,2,2,0,215,3,5487,2,4,15,11,1,0,0,1,1,0,1,0,1,0,0
0,1,0,2,1,0,0,2,240,3,52,0,6,14,2,2,1,1,1,0,0,1,1,0,1,1
3,1,3,0,2,0,0,2,69,1,62,3,7,6,41,23,0,0,1,1,0,1,1,0,1,0
2,1,1,1,0,1,0,2,184,3,1534,1,6,17,37,22,2,1,1,0,1,1,0,0,0,0
3,0,1,1,2,1,0,2,238,2,1651,3,5,3,34,5,1,1,1,0,0,1,0,0,1,1
1,0,3,1,1,2,4,0,63,1,2881,3,3,5,49,20,1,0,0,0,1,0,1,1,0,1
0,0,2,2,2,2,5,2,167,2,1708,1,4,17,34,0,0,1,1,0,0,1,0,1,0,0
3,0,3,2,1,2,3,2,173,2,6327,0,5,1,20,4,2,0,0,0,0,0,0,1,0,0
3,1,2,2,2,1,0,2,133,0,923,0,2,19,39,11,1,1,1,1,0,1,1,1,1,0
3,0,3,2,0,2,5,1,109,1,2679,0,5,4,46,2,1,0,1,0,1,1,1,1,1,1
0,0,0,3,0,1,0,1,278,3,1862,3,5,1,45,20,2,1,0,1,0,0,1,0,0,0
1,0,2,0,1,2,1,1,139,2,9661,1,2,5,35,5,2,0,0,0,1,0,0,0,1,0
2,0,1,3,1,2,5,2,193,1,2131,3,1,22,37,24,2,0,1,0,1,1,0,1,0,1
1,0,2,0,1,1,0,0,240,2,1848,0,5,23,8,18,0,1,0,0,1,0,0,0,0,0
3,1,1,1,2,1,0,0,264,0,1084,1,4,8,40,6,1,0,0,1,1,0,1,1,0,0
1,0,0,1,3,1,0,2,224,2,1337,1,5,7,3,6,2,0,1,1,0,1,0,0,1,1
2,1,0,2,2,2,3,2,91,1,3909,1,3,17,19,23,1,0,1,1,0,1,1,1,0,0
0,0,1,2,3,0,0,2,220,0,19,1,7,20,49,22,0,0,0,1,1,0,1,0,0,1
2,1,3,1,0,0,0,2,161,0,76,2,1,18,37,20,2,0,0,0,1,0,1,0,1,0
3,0,0,2,3,2,4,1,63,3,6305,2,3,0,41,19,1,1,0,0,0,0,1,0,0,1
1,0,3,0,0,2,4,2,287,0,8163,0,4,1,18,18,2,1,1,0,1,1,0,1,1,1
2,1,1,1,2,1,0,0,181,1,951,2,6,5,13,21,2,0,1,1,0,1,0,1,0,1
2,0,0,0,1,1,0,1,147,2,184,1,3,20,3,11,1,1,1,1,1,1,0,0,1,0
2,1,2,2,2,0,0,2,129,2,83,0,5,3,28,22,2,1,0,1,0,0,1,0,0,1
2,0,0,2,3,2,2,0,92,2,3938,3,6,12,33,21,1,0,1,0,0,1,1,0,0,0
1,0,3,0,0,2,3,1,294,3,6990,3,5,21,3,24,1,1,0,1,1,0,1,1,0,1
1,0,3,1,3,2,2,1,285,0,3021,2,5,5,30,15,1,0,0,1,0,0,0,0,0,1
1,0,2,2,3,2,1,0,281,3,1713,1,5,20,11,6,0,0,0,0,1,0,1,0,1,0
1,0,0,0,2,0,0,2,215,0,32,3,3,23,21,22,1,0,0,0,0,0,0,1,0,1
1,1,3,1,3,0,0,0,195,2,99,0,7,23,49,5,1,1,0,1,0,0,1,1,1,0
3,1,1,3,0,0,0,1,51,1,25,0,5,22,14,24,1,0,0,1,0,0,0,0,0,0
0,0,0,1,2,0,0,1,234,3,79,3,1,1,49,3,2,1,1,0,1,1,0,1,0,1
3,1,0,0,0,1,0,1,92,1,79,1,5,23,31,8,1,0,1,1,0,1,0,0,1,0
2,0,2,3,3,1,0,1,205,0,158,2,3,17,40,21,1,1,1,1,1,1,1,1,1,0
0,0,1,2,3,1,0,0,169,2,1630,1,4,17,13,10,1,0,1,1,1,1,0,0,0,0
2,0,0,1,2,2,2,2,82,0,7961,3,5,0,36,20,2,1,0,0,0,0,1,1,0,0
0,1,2,3,2,1,0,2,111,2,1948,2,6,23,45,22,2,0,0,1,1,0,1,0,0,0
3,0,1,1,1,1,0,0,299,3,762,0,5,18,49,10,1,1,1,1,1,1,0,0,1,0
1,0,1,1,2,1,0,0,256,3,1557,2,6,1,22,14,1,1,0,1,1,0,1,0,1,1
0,1,1,0,3,0,0,2,232,3,79,1,1,23,44,1,0,0,0,0,1,0,0,0,1,1
2,0,3,2,3,0,0,2,168,0,46,2,2,0,1,0,1,1,0,1,1,0,0,0,1,0
3,1,2,3,3,1,0,2,171,0,895,2,5,20,33,11,2,0,1,1,1,1,0,1,0,0
0,0,3,2,3,2,3,2,139,3,7196,1,4,5,20,7,0,1,0,1,0,0,1,1,1,1
3,0,2,1,1,0,0,1,76,0,11,2,6,3,39,2,0,0,1,0,1,1,1,1,1,1
1,1,3,0,3,0,0,1,90,0,29,3,6,18,2,8,2,0,1,1,0,1,1,0,0,0
0,0,1,3,2,2,3,0,123,0,9900,0,6,10,8,6,0,1,0,0,0,0,1,0,0,0
3,0,3,0,0,0,0,2,139,1,46,1,6,18,15,1,0,0,0,0,1,0,1,0,0,0
1,1,1,1,3,2,1,0,249,3,5530,3,6,7,2,5,2,0,1,1,0,1,1,0,1,1
3,0,2,1,2,1,0,1,254,3,456,1,2,7,26,8,1,1,0,0,0,0,1,1,0,0
0,1,2,3,2,0,0,1,91,0,90,3,6,13,31,6,0,1,1,0,1,1,1,1,0,0
0,0,0,3,3,0,0,1,209,3,57,2,3,12,39,19,0,0,1,0,0,1,0,0,1,1
0,1,3,2,0,0,0,0,260,2,87,2,3,15,32,12,2,1,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,2,80,1,62,2,7,23,8,12,0,0,0,0,0,0,0,1,0,0
0,1,0,0,2,1,0,0,275,2,1490,2,3,12,31,1,0,1,1,1,1,1,1,0,1,0
1,1,1,3,2,2,2,2,249,3,5613,1,6,10,46,22,0,0,0,1,1,0,1,0,1,0
1,1,2,3,3,0,0,2,131,1,15,0,1,5,29,20,0,0,0,1,0,0,0,0,1,1
1,0,1,2,1,0,0,2,50,0,41,0,4,8,0,7,0,0,1,0,1,1,1,1,1,1
0,1,0,1,2,0,0,2,167,0,39,0,6,2,26,22,0,1,1,0,1,1,1,0,1,0
1,1,1,2,0,2,2,0,262,2,7894,1,3,11,44,12,2,1,0,1,1,0,0,1,1,1
0,0,2,3,1,0,0,1,167,0,50,1,3,7,19,13,1,1,1,1,0,1,1,0,0,0
3,1,1,3,3,0,0,0,257,3,44,2,6,18,43,13,1,0,1,0,1,1,0,1,1,1
1,1,0,2,1,1,0,1,207,0,1418,3,4,5,38,15,2,0,0,1,0,0,1,0,1,0
0,0,3,3,1,1,0,0,122,2,525,0,1,9,41,12,2,0,1,1,1,1,0,1,0,1
0,1,1,2,2,0,0,1,273,3,37,0,4,22,37,2,0,1,1,1,1,1,0,1,1,0
